sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO70571,TI-M823,13709,20131111,20131118,20131123,35,1,35
SO70571,PK-7098,13709,20131111,20131118,20131123,2,1,2
SO70572,BK-T44U-60,11548,20131111,20131118,20131123,1215,1,1215
SO70572,WB-H098,11548,20131111,20131118,20131123,5,1,5
SO70572,BC-R205,11548,20131111,20131118,20131123,9,1,9
SO70572,HL-U509,11548,20131111,20131118,20131123,35,1,35
SO70573,BK-T18Y-50,29362,20131111,20131118,20131123,742,1,742
SO70573,HL-U509-R,29362,20131111,20131118,20131123,35,1,35
SO70574,BK-T79Y-60,16205,20131111,20131118,20131123,2384,1,2384
SO70574,BC-R205,16205,20131111,20131118,20131123,9,1,9
SO70574,WB-H098,16205,20131111,20131118,20131123,5,1,5
SO70574,SJ-0194-L,16205,20131111,20131118,20131123,54,1,54
SO70575,BK-T79U-54,12210,20131111,20131118,20131123,2384,1,2384
SO70575,HL-U509,12210,20131111,20131118,20131123,35,1,35
SO70576,BK-R64Y-44,26436,20131111,20131118,20131123,1120,1,1120
SO70576,SJ-0194-X,26436,20131111,20131118,20131123,54,1,54
SO70577,BK-R64Y-38,26148,20131111,20131118,20131123,1120,1,1120
SO70577,BC-R205,26148,20131111,20131118,20131123,9,1,9
SO70577,WB-H098,26148,20131111,20131118,20131123,5,1,5
SO70578,BK-R64Y-38,26753,20131111,20131118,20131123,1120,1,1120
SO70578,SJ-0194-X,26753,20131111,20131118,20131123,54,1,54
SO70579,BK-R79Y-44,21983,20131111,20131118,20131123,1701,1,1701
SO70580,BK-R19B-48,25718,20131111,20131118,20131123,540,1,540
SO70580,HL-U509-B,25718,20131111,20131118,20131123,35,1,35
SO70581,BK-M68S-38,15733,20131111,20131118,20131123,2320,1,2320
SO70581,WB-H098,15733,20131111,20131118,20131123,5,1,5
SO70581,BC-M005,15733,20131111,20131118,20131123,10,1,10
SO70581,HL-U509-R,15733,20131111,20131118,20131123,35,1,35
SO70581,GL-H102-S,15733,20131111,20131118,20131123,24,1,24
SO70582,BK-T44U-46,26016,20131111,20131118,20131123,1215,1,1215
SO70582,TI-T723,26016,20131111,20131118,20131123,29,1,29
SO70582,TT-T092,26016,20131111,20131118,20131123,5,1,5
SO70582,GL-H102-L,26016,20131111,20131118,20131123,24,1,24
SO70582,HL-U509-R,26016,20131111,20131118,20131123,35,1,35
SO70583,BK-T79Y-50,27573,20131111,20131118,20131123,2384,1,2384
SO70583,HL-U509-R,27573,20131111,20131118,20131123,35,1,35
SO70584,BK-T79U-60,24979,20131111,20131118,20131123,2384,1,2384
SO70584,HL-U509-R,24979,20131111,20131118,20131123,35,1,35
SO70585,BK-T79U-54,27668,20131111,20131118,20131123,2384,1,2384
SO70585,TT-T092,27668,20131111,20131118,20131123,5,1,5
SO70585,TI-T723,27668,20131111,20131118,20131123,29,1,29
SO70585,PK-7098,27668,20131111,20131118,20131123,2,1,2
SO70585,CL-9009,27668,20131111,20131118,20131123,8,1,8
SO70586,BK-R64Y-48,21798,20131111,20131118,20131123,1120,1,1120
SO70586,SJ-0194-M,21798,20131111,20131118,20131123,54,1,54
SO70587,BK-R79Y-44,18654,20131111,20131118,20131123,1701,1,1701
SO70587,TI-R628,18654,20131111,20131118,20131123,25,1,25
SO70587,LJ-0192-S,18654,20131111,20131118,20131123,50,1,50
SO70588,BK-R79Y-48,18606,20131111,20131118,20131123,1701,1,1701
SO70588,LJ-0192-S,18606,20131111,20131118,20131123,50,1,50
SO70589,BK-R64Y-38,21015,20131111,20131118,20131123,1120,1,1120
SO70589,SJ-0194-L,21015,20131111,20131118,20131123,54,1,54
SO70590,BK-R19B-52,25486,20131111,20131118,20131123,540,1,540
SO70590,BC-R205,25486,20131111,20131118,20131123,9,1,9
SO70591,BK-R19B-44,28427,20131111,20131118,20131123,540,1,540
SO70592,BK-R19B-44,27162,20131111,20131118,20131123,540,1,540
SO70593,BK-T18Y-50,11029,20131111,20131118,20131123,742,1,742
SO70593,BC-R205,11029,20131111,20131118,20131123,9,1,9
SO70593,WB-H098,11029,20131111,20131118,20131123,5,1,5
SO70594,BK-T18Y-62,11039,20131111,20131118,20131123,742,1,742
SO70594,TI-T723,11039,20131111,20131118,20131123,29,1,29
SO70594,TT-T092,11039,20131111,20131118,20131123,5,1,5
SO70594,CA-1098,11039,20131111,20131118,20131123,9,1,9
SO70595,BK-T44U-54,28098,20131111,20131118,20131123,1215,1,1215
SO70595,HL-U509-B,28098,20131111,20131118,20131123,35,1,35
SO70596,BK-R79Y-40,19255,20131111,20131118,20131123,1701,1,1701
SO70597,BK-T79U-50,13082,20131111,20131118,20131123,2384,1,2384
SO70597,BC-R205,13082,20131111,20131118,20131123,9,1,9
SO70597,WB-H098,13082,20131111,20131118,20131123,5,1,5
SO70597,SJ-0194-X,13082,20131111,20131118,20131123,54,1,54
SO70598,TT-M928,11763,20131112,20131119,20131124,5,1,5
SO70598,TI-M267,11763,20131112,20131119,20131124,25,1,25
SO70598,CL-9009,11763,20131112,20131119,20131124,8,1,8
SO70599,WB-H098,23537,20131112,20131119,20131124,5,1,5
SO70599,HY-1023-70,23537,20131112,20131119,20131124,55,1,55
SO70600,CA-1098,11951,20131112,20131119,20131124,9,1,9
SO70601,BK-M38S-46,22508,20131112,20131119,20131124,769,1,769
SO70601,TI-M602,22508,20131112,20131119,20131124,30,1,30
SO70602,BK-M68B-38,14794,20131112,20131119,20131124,2295,1,2295
SO70603,BK-M68S-38,12827,20131112,20131119,20131124,2320,1,2320
SO70603,TI-M823,12827,20131112,20131119,20131124,35,1,35
SO70603,HL-U509-R,12827,20131112,20131119,20131124,35,1,35
SO70604,BK-M18B-48,20911,20131112,20131119,20131124,540,1,540
SO70604,FE-6654,20911,20131112,20131119,20131124,22,1,22
SO70604,LJ-0192-S,20911,20131112,20131119,20131124,50,1,50
SO70605,HL-U509-B,11860,20131112,20131119,20131124,35,1,35
SO70606,SJ-0194-L,11176,20131112,20131119,20131124,54,1,54
SO70606,CA-1098,11176,20131112,20131119,20131124,9,1,9
SO70607,PK-7098,11231,20131112,20131119,20131124,2,1,2
SO70608,TT-R982,29227,20131112,20131119,20131124,4,1,4
SO70608,TI-R628,29227,20131112,20131119,20131124,25,1,25
SO70608,HL-U509,29227,20131112,20131119,20131124,35,1,35
SO70609,TI-M267,11262,20131112,20131119,20131124,25,1,25
SO70609,TT-M928,11262,20131112,20131119,20131124,5,1,5
SO70609,PK-7098,11262,20131112,20131119,20131124,2,1,2
SO70610,TI-T723,27278,20131112,20131119,20131124,29,1,29
SO70611,TI-T723,26704,20131112,20131119,20131124,29,1,29
SO70611,TT-T092,26704,20131112,20131119,20131124,5,1,5
SO70612,TI-R092,27432,20131112,20131119,20131124,21,1,21
SO70612,TT-R982,27432,20131112,20131119,20131124,4,1,4
SO70612,PK-7098,27432,20131112,20131119,20131124,2,1,2
SO70613,TI-R982,15536,20131112,20131119,20131124,33,1,33
SO70613,TT-R982,15536,20131112,20131119,20131124,4,1,4
SO70613,HL-U509-B,15536,20131112,20131119,20131124,35,1,35
SO70613,GL-H102-L,15536,20131112,20131119,20131124,24,1,24
SO70614,TT-R982,24319,20131112,20131119,20131124,4,1,4
SO70614,TI-R982,24319,20131112,20131119,20131124,33,1,33
SO70615,TI-R982,11276,20131112,20131119,20131124,33,1,33
SO70616,TI-M267,11632,20131112,20131119,20131124,25,1,25
SO70616,PK-7098,11632,20131112,20131119,20131124,2,1,2
SO70617,TI-R982,24628,20131112,20131119,20131124,33,1,33
SO70618,TI-M602,22124,20131112,20131119,20131124,30,1,30
SO70618,TT-M928,22124,20131112,20131119,20131124,5,1,5
SO70619,BC-M005,14282,20131112,20131119,20131124,10,1,10
SO70620,BC-M005,22022,20131112,20131119,20131124,10,1,10
SO70620,WB-H098,22022,20131112,20131119,20131124,5,1,5
SO70620,HL-U509-B,22022,20131112,20131119,20131124,35,1,35
SO70621,CA-1098,28608,20131112,20131119,20131124,9,1,9
SO70621,SH-W890-M,28608,20131112,20131119,20131124,70,1,70
SO70622,SH-W890-S,20122,20131112,20131119,20131124,70,1,70
SO70622,LJ-0192-L,20122,20131112,20131119,20131124,50,1,50
SO70622,CA-1098,20122,20131112,20131119,20131124,9,1,9
SO70623,SH-W890-M,29197,20131112,20131119,20131124,70,1,70
SO70623,CA-1098,29197,20131112,20131119,20131124,9,1,9
SO70624,WB-H098,17173,20131112,20131119,20131124,5,1,5
SO70625,WB-H098,17160,20131112,20131119,20131124,5,1,5
SO70626,TT-M928,28272,20131112,20131119,20131124,5,1,5
SO70626,FE-6654,28272,20131112,20131119,20131124,22,1,22
SO70626,HL-U509-R,28272,20131112,20131119,20131124,35,1,35
SO70626,LJ-0192-X,28272,20131112,20131119,20131124,50,1,50
SO70627,WB-H098,16903,20131112,20131119,20131124,5,1,5
SO70628,FE-6654,15635,20131112,20131119,20131124,22,1,22
SO70628,HY-1023-70,15635,20131112,20131119,20131124,55,1,55
SO70629,WB-H098,22476,20131112,20131119,20131124,5,1,5
SO70629,SJ-0194-M,22476,20131112,20131119,20131124,54,1,54
SO70630,WB-H098,21032,20131112,20131119,20131124,5,1,5
SO70631,TI-R092,11566,20131112,20131119,20131124,21,1,21
SO70631,TT-R982,11566,20131112,20131119,20131124,4,1,4
SO70632,TT-R982,22677,20131112,20131119,20131124,4,1,4
SO70632,SO-R809-M,22677,20131112,20131119,20131124,9,1,9
SO70633,TT-R982,20932,20131112,20131119,20131124,4,1,4
SO70633,CA-1098,20932,20131112,20131119,20131124,9,1,9
SO70633,HL-U509-R,20932,20131112,20131119,20131124,35,1,35
SO70634,TT-T092,13837,20131112,20131119,20131124,5,1,5
SO70634,HL-U509-R,13837,20131112,20131119,20131124,35,1,35
SO70634,LJ-0192-S,13837,20131112,20131119,20131124,50,1,50
SO70635,TT-T092,17645,20131112,20131119,20131124,5,1,5
SO70635,PK-7098,17645,20131112,20131119,20131124,2,1,2
SO70635,RA-H123,17645,20131112,20131119,20131124,120,1,120
SO70636,WB-H098,12718,20131112,20131119,20131124,5,1,5
SO70636,BC-M005,12718,20131112,20131119,20131124,10,1,10
SO70636,HL-U509,12718,20131112,20131119,20131124,35,1,35
SO70636,SJ-0194-M,12718,20131112,20131119,20131124,54,1,54
SO70637,BK-M18S-52,16129,20131112,20131119,20131124,565,1,565
SO70638,BK-M68S-46,13397,20131112,20131119,20131124,2320,1,2320
SO70638,TI-M823,13397,20131112,20131119,20131124,35,1,35
SO70638,TT-M928,13397,20131112,20131119,20131124,5,1,5
SO70638,FE-6654,13397,20131112,20131119,20131124,22,1,22
SO70638,BC-M005,13397,20131112,20131119,20131124,10,1,10
SO70638,WB-H098,13397,20131112,20131119,20131124,5,1,5
SO70639,BK-M68B-38,18066,20131112,20131119,20131124,2295,1,2295
SO70639,BC-M005,18066,20131112,20131119,20131124,10,1,10
SO70639,WB-H098,18066,20131112,20131119,20131124,5,1,5
SO70639,HL-U509-B,18066,20131112,20131119,20131124,35,1,35
SO70640,BK-M68B-38,17433,20131112,20131119,20131124,2295,1,2295
SO70640,FE-6654,17433,20131112,20131119,20131124,22,1,22
SO70640,GL-H102-S,17433,20131112,20131119,20131124,24,1,24
SO70641,BK-M38S-40,15347,20131112,20131119,20131124,769,1,769
SO70641,CA-1098,15347,20131112,20131119,20131124,9,1,9
SO70641,SH-W890-S,15347,20131112,20131119,20131124,70,1,70
SO70642,BK-M68B-46,20470,20131112,20131119,20131124,2295,1,2295
SO70642,TI-M823,20470,20131112,20131119,20131124,35,1,35
SO70642,TT-M928,20470,20131112,20131119,20131124,5,1,5
SO70642,PK-7098,20470,20131112,20131119,20131124,2,1,2
SO70643,BK-M68B-42,17000,20131112,20131119,20131124,2295,1,2295
SO70644,BK-M68S-42,17365,20131112,20131119,20131124,2320,1,2320
SO70644,BC-M005,17365,20131112,20131119,20131124,10,1,10
SO70644,WB-H098,17365,20131112,20131119,20131124,5,1,5
SO70644,HL-U509,17365,20131112,20131119,20131124,35,1,35
SO70645,BK-T18Y-54,13579,20131112,20131119,20131124,742,1,742
SO70645,HL-U509-B,13579,20131112,20131119,20131124,35,1,35
SO70645,CA-1098,13579,20131112,20131119,20131124,9,1,9
SO70646,BK-T79Y-54,16261,20131112,20131119,20131124,2384,1,2384
SO70646,BC-R205,16261,20131112,20131119,20131124,9,1,9
SO70646,WB-H098,16261,20131112,20131119,20131124,5,1,5
SO70646,GL-H102-M,16261,20131112,20131119,20131124,24,1,24
SO70647,BK-R64Y-48,26764,20131112,20131119,20131124,1120,1,1120
SO70647,HL-U509,26764,20131112,20131119,20131124,35,1,35
SO70648,BK-R79Y-40,24368,20131112,20131119,20131124,1701,1,1701
SO70648,TI-R628,24368,20131112,20131119,20131124,25,1,25
SO70648,TT-R982,24368,20131112,20131119,20131124,4,1,4
SO70648,HL-U509-B,24368,20131112,20131119,20131124,35,1,35
SO70649,BK-R64Y-42,26796,20131112,20131119,20131124,1120,1,1120
SO70649,SJ-0194-X,26796,20131112,20131119,20131124,54,1,54
SO70650,BK-M38S-42,17312,20131112,20131119,20131124,769,1,769
SO70650,SH-W890-S,17312,20131112,20131119,20131124,70,1,70
SO70650,SJ-0194-M,17312,20131112,20131119,20131124,54,1,54
SO70651,BK-M68S-38,11046,20131112,20131119,20131124,2320,1,2320
SO70651,RA-H123,11046,20131112,20131119,20131124,120,1,120
SO70652,BK-M68B-46,15784,20131112,20131119,20131124,2295,1,2295
SO70652,TI-M823,15784,20131112,20131119,20131124,35,1,35
SO70653,BK-M68B-46,15786,20131112,20131119,20131124,2295,1,2295
SO70653,FE-6654,15786,20131112,20131119,20131124,22,1,22
SO70654,BK-T18Y-50,11088,20131112,20131119,20131124,742,1,742
SO70654,WB-H098,11088,20131112,20131119,20131124,5,1,5
SO70654,BC-R205,11088,20131112,20131119,20131124,9,1,9
